0, -1.0, 4895, -1.0, 1.0
1, -2.0, 5445, -1.0, 1.0
2, -3.0, 5745, -1.0, 1.0
3, -4.0, 5050, -1.0, 1.0
4, -5.0, 5545, -1.0, 1.0
5, -6.0, 5000, -1.0, 1.0
6, -7.0, 6000, -1.0, 1.0
7, -8.0, 5545, -1.0, 1.0
8, -9.0, 5795, -1.0, 1.0
9, -10.0, 5895, -1.0, 1.0
10, -11.0, 6000, -1.0, 1.0
11, -12.0, 5595, -1.0, 1.0
12, -13.0, 5150, -1.0, 1.0
13, -14.0, 5795, -1.0, 1.0
14, -15.0, 6350, -1.0, 1.0
15, -16.0, 5450, -1.0, 1.0
16, -17.0, 5850, -1.0, 1.0
17, -18.0, 5950, -1.0, 1.0
18, -19.0, 4945, -1.0, 1.0
19, -20.0, 5395, -1.0, 1.0
20, -21.0, 4350, -1.0, 1.0
21, -22.0, 5800, -1.0, 1.0
22, -23.0, 5300, -1.0, 1.0
23, -24.0, 5850, -1.0, 1.0
24, -25.0, 5350, -1.0, 1.0
25, -26.0, 4850, -1.0, 1.0
26, -27.0, 4800, -1.0, 1.0
27, -28.0, 6500, -1.0, 1.0
28, -29.0, 4800, -1.0, 1.0
29, -30.0, 5850, -1.0, 1.0
30, -31.0, 6250, -1.0, 1.0
31, -32.0, 6150, -1.0, 1.0
32, -33.0, 5750, -1.0, 1.0
33, -34.0, 6745, -1.0, 1.0
34, -35.0, 5950, -1.0, 1.0
35, -36.0, 6200, -1.0, 1.0
36, -37.0, 4200, -1.0, 1.0
37, -38.0, 5550, -1.0, 1.0
38, -39.0, 5295, -1.0, 1.0
39, -40.0, 4645, -1.0, 1.0
40, -41.0, 6200, -1.0, 1.0
41, -42.0, 6250, -1.0, 1.0
42, -43.0, 5650, -1.0, 1.0
43, -44.0, 5195, -1.0, 1.0
44, -45.0, 5245, -1.0, 1.0
45, -46.0, 5350, -1.0, 1.0
46, -47.0, 5450, -1.0, 1.0
47, -48.0, 5450, -1.0, 1.0
48, -49.0, 6600, -1.0, 1.0
49, -50.0, 5000, -1.0, 1.0
50, -51.0, 7095, -1.0, 1.0
51, -52.0, 6750, -1.0, 1.0
52, -53.0, 5000, -1.0, 1.0
53, -54.0, 5100, -1.0, 1.0
54, -55.0, 6595, -1.0, 1.0
55, -56.0, 5045, -1.0, 1.0
56, -57.0, 6500, -1.0, 1.0
57, -58.0, 6145, -1.0, 1.0
58, -59.0, 4600, -1.0, 1.0
59, -60.0, 5950, -1.0, 1.0
60, -61.0, 5950, -1.0, 1.0
61, -62.0, 6645, -1.0, 1.0
62, -63.0, 5550, -1.0, 1.0
